city_name,latitude,longitude
genouilleux,46.120161172799996,4.79288195016
béard-géovreissiat,46.189673353900005,5.55139781353
géovreisset,46.250862161499995,5.612719739149999
germagnat,46.3054983344,5.450127986159999
gex,46.347189174700006,6.0465055556800005
giron,46.222712119099995,5.78049809256
gorrevod,46.414943437,4.95120595427
grand-corent,46.207387937,5.43318666027
grièges,46.2633634407,4.846213188469999
grilly,46.331881066499996,6.113667679780001
groissiat,46.2260039429,5.61095413441
guéreins,46.106624673999995,4.78159420118
hautecourt-romanèche,46.16112419270001,5.429444576390001
hauteville-lompnes,45.9696520061,5.57627261783
hostiaz,45.9061631889,5.54077986031
haut valromey,46.0317412192,5.70267027388
illiat,46.1866986838,4.88840344003
injoux-génissiat,46.0497734524,5.75991363273
innimond,45.7919647191,5.57389398559
izenave,46.0381623415,5.52447901164
izernore,46.2179780137,5.56258251719
izieu,45.655749640699995,5.6390914079400005
jassans-riottier,45.9777239103,4.75984637871
jasseron,46.215003706400005,5.312153723380001
jayat,46.3660828991,5.11429701617
journans,46.1464982407,5.33452833151
joyeux,45.9499899849,5.10261326872
jujurieux,46.0497041467,5.41094771899
labalme,46.093249129499995,5.494386852130001
lagnieu,45.89170157979999,5.32917518895
laiz,46.2469919709,4.899334909719999
poizat-lalleyriat,46.1479592076,5.71829194244
lancrans,46.1323202721,5.84050985141
lantenay,47.3437761758,4.86573170898
lapeyrouse,46.231626570500005,2.87835411182
lavours,45.8108837933,5.772673178380001
léaz,46.1086518044,5.87649017888
lélex,46.2855010936,5.929277137710001
lent,46.751255809300005,5.97544232672
lescheroux,46.4114892731,5.15107164478
leyment,45.9269989549,5.2947657235
leyssard,46.1624187428,5.476332974909999
lhôpital,46.0238143134,5.76236736492
lhuis,45.744414140299995,5.53602066955
lochieu,45.930247987899996,5.7413126836
lompnas,45.8105943351,5.52320457866
lompnieu,45.9690865613,5.6596881649699995
loyettes,45.7921564114,5.21770971647
lurcy,46.06173003399999,4.780752070259999
magnieu,45.7754050255,5.71540945601
maillat,46.1201642836,5.528543942380001
malafretaz,46.32955456609999,5.14386299599
mantenay-montlin,46.430275451099995,5.10675899732
manziat,46.3643830585,4.902427771549999
marboz,46.343431249700004,5.24374534963
marchamp,45.773849526599996,5.54985181107
marignieu,45.8010384947,5.715703529240001
marlieux,46.054907318599994,5.0741150816000005
marsonnas,46.3409117711,5.06434294764
martignat,46.2030768095,5.613840338049999
massieux,45.909401681700004,4.82779660051
massignieu-de-rives,45.7571503942,5.7620535823
matafelon-granges,46.2565319445,5.53958933702
meillonnas,46.244997627,5.33594738489
mérignat,46.0648564341,5.44210660051
messimy-sur-saône,46.0472670758,4.75935643933
meximieux,45.906053031800006,5.2040483365300005
bohas-meyriat-rignat,46.1427060662,5.3780109646000005
mézériat,46.2423102101,5.04725416984
mijoux,46.362245172399994,6.00902631941
mionnay,45.895593929899995,4.92416967439
miribel,45.1976909238,5.10654579635
misérieux,45.9762325343,4.81028471711
mogneneins,46.1446696076,4.820110702
montagnat,46.16869691229999,5.27962107938
montagnieu,45.526459825699995,5.45129139723
montanges,46.17325293,5.79006091307
montceaux,46.0962893261,4.80453564172
montcet,46.219333227,5.11149132074
montellier,45.928748248599994,5.07092815964
monthieux,45.9622791838,4.94555984534
montluel,45.8909006209,5.0198756618500004
montmerle-sur-saône,46.084957323599994,4.7608579486
montracol,46.186720030100005,5.11706011755
montréal-la-cluse,46.1795688194,5.59510550127
montrevel-en-bresse,46.3252811442,5.11295966315
nurieux-volognat,46.183072099200004,5.51435812316
murs-et-gélignieux,45.6420014274,5.6603968488900005
nantua,46.153784540299995,5.61352793799
neuville-les-dames,46.156775304899995,5.00942432434
neuville-sur-ain,46.0909654813,5.373497846909999
neyrolles,46.134293711400005,5.63714517869
neyron,45.818419246800005,4.9309045685
niévroz,45.8222941077,5.0594962919499995
nivollet-montgriffon,45.999944824399996,5.458478153740001
oncieu,45.9651165469,5.471466174990001
ordonnaz,45.833969037799996,5.539579429600001
ornex,46.2774557513,6.0945472359899995
outriaz,46.067796636000004,5.556975474290001
oyonnax,46.2605435859,5.65344320923
ozan,46.386716887700004,4.91805840196
parcieux,45.9184267932,4.827474234019999
parves et nattages,45.743734018299996,5.738007371340001
péron,46.1913554154,5.91968751164
péronnas,46.171190341300004,5.21802169564
pérouges,45.8803945768,5.17955874977
perrex,46.2465065604,4.97464940331
peyriat,46.1498184067,5.50572312284
peyrieu,45.6762428663,5.679128091919999
peyzieux-sur-saône,46.122633185299996,4.822432267190001
pirajoux,46.385801285,5.27417594024
pizay,45.892850958100006,5.08915465965
plagne,43.160921243500006,1.0589815244
plantay,46.023026422700006,5.08912046926
polliat,46.2463108642,5.13794412439
pollieu,45.7965373468,5.74794515549
poncin,46.089530586,5.4168126694700005
pont-d'ain,46.0542077091,5.34703652618
pont-de-vaux,46.442286447700006,4.9286245942699995
pont-de-veyle,46.2637215091,4.88186068102
port,-20.9448851377,55.305326715
pougny,47.3940156932,3.0239740478400003
pouillat,46.3219301481,5.42318000482
prémeyzel,45.68062631229999,5.64396081449
prémillieu,45.876457149,5.56475010385
prévessin-moëns,46.25827228,6.07223251859
priay,46.0197521486,5.28523353803
pugieu,45.817679480600006,5.649704054990001
ramasse,46.19055508939999,5.35572056985
rancé,45.9673905154,4.863430259509999
relevant,46.0843657897,4.94176845356
replonges,46.30773560229999,4.8746938271
revonnas,46.1615355815,5.33543916388
reyrieux,45.936765244200004,4.82840395968
reyssouze,46.4285569061,4.912850562719999
rignieux-le-franc,45.9518762734,5.16936671105
romans,46.3564424718,-0.228510254531
rossillon,45.836385458900004,5.59926863007
ruffieu,46.0037108867,5.65322391497
saint-alban,43.692770887799995,1.41260524785
saint-andré-de-bâgé,46.298541568000005,4.91411565769
saint-andré-de-corcy,45.927001954,4.95373324492
saint-andré-d'huiriat,46.2140960915,4.91291358797
saint-andré-le-bouchoux,46.1131399612,5.0802376895
saint-andré-sur-vieux-jonc,46.149241053199994,5.1417520014800004
saint-bénigne,46.4519173207,4.953098259030001
groslée-saint-benoit,45.689184227700004,5.5843972561
saint-bernard,47.665884637,7.20435846737
saint-champ,45.7825741014,5.7326531461000005
sainte-croix,43.9703149708,2.07210937838
saint-cyr-sur-menthon,46.275400560600005,4.96757105158
saint-denis-lès-bourg,46.211199845299994,5.184628067709999
saint-denis-en-bugey,45.9488551151,5.3236770169800005
saint-didier-d'aussiat,46.3069992095,5.058206976919999
saint-didier-de-formans,45.9564926067,4.77766764875
saint-didier-sur-chalaronne,46.1840408682,4.81645666173
saint-éloi,46.9901181067,3.2219860509900005
saint-étienne-du-bois,46.841848177399996,-1.59617737479
saint-étienne-sur-chalaronne,46.1468059584,4.86696454244
saint-étienne-sur-reyssouze,46.4030398952,5.00605581573
sainte-euphémie,45.9669798317,4.7947818916900005
saint-genis-pouilly,46.254539333000004,6.0362907345000005
saint-genis-sur-menthon,46.2815955593,5.01311826405
saint-georges-sur-renon,46.1037951263,5.03001967494
saint-germain-de-joux,46.1821955394,5.74672259773
saint-germain-les-paroisses,45.770974924899996,5.61753440834
saint-germain-sur-renon,46.0797285417,5.06090903982
saint-jean-de-gonville,46.2178585727,5.94203093769
saint-jean-de-niost,45.84050025689999,5.21167430462
saint-jean-de-thurigneux,45.95984243229999,4.89936410681
saint-jean-le-vieux,43.1714110881,-1.20732334378
saint-jean-sur-reyssouze,46.3972479854,5.0629776377699995
saint-jean-sur-veyle,46.2683632132,4.92198366998
sainte-julie,45.8819723176,5.28452304614
saint-julien-sur-reyssouze,46.3997655501,5.1035429601899995
saint-julien-sur-veyle,46.20148620810001,4.9593563419999995
saint-just,45.4584826405,3.8094592184500002
saint-laurent-sur-saône,46.305148629399994,4.83949202669
saint-marcel,45.4979534787,6.56606269839
saint-martin-de-bavel,45.848212673999996,5.67889099153
saint-martin-du-frêne,46.135983782,5.5710601642799995
saint-martin-du-mont,46.620041328599996,5.29420271275
saint-martin-le-châtel,46.291445874,5.122917150909999
saint-maurice-de-beynost,45.8343709108,4.977262151740001
saint-maurice-de-gourdans,45.8200191939,5.16980415584
saint-maurice-de-rémens,45.9527471237,5.2708276475
saint-nizier-le-bouchoux,46.4528537121,5.1759906585
saint-nizier-le-désert,46.052861561,5.14246131764
sainte-olive,46.0142006121,4.9362489498199995
saint-paul-de-varax,46.0956691617,5.12762470203
saint-rambert-en-bugey,45.9504631708,5.44017084612
saint-rémy,46.3713101301,-0.523390967902
saint-sorlin-en-bugey,45.886308438,5.37608915006
saint-sulpice,45.56446140560001,5.84464359287
saint-trivier-de-courtes,46.4612969335,5.06679195727
saint-trivier-sur-moignans,46.0618477991,4.90158948884
saint-vulbas,45.822231510200005,5.27019602929
salavre,46.3635396668,5.347423871969999
samognat,46.264871578100006,5.5860768930599995
sandrans,46.065696154799994,4.98282673172
sault-brénaz,45.8654038798,5.404161040830001
sauverny,46.3126908233,6.110438364330001
savigneux,45.6223963471,4.1003957272000005
ségny,46.2935928404,6.072877437919999
seillonnaz,45.7976976614,5.49810658524
sergy,49.1828178666,3.5709221560800004
sermoyer,46.498199194399994,4.97856020441
serrières-de-briord,45.8133219416,5.44125880379
serrières-sur-ain,46.1466977757,5.45023362942
servas,44.1561490633,4.1929907451099995
servignat,46.4346497878,5.05559973107
seyssel,45.959506245,5.8529871085
simandre-sur-suran,46.2340471594,5.422408153049999
sonthonnax-la-montagne,46.2229768712,5.50566888767
souclin,45.8781798572,5.43058627512
sulignat,46.1735383313,4.9577238252599996
surjoux,46.030402108000004,5.799579206230001
sutrieu,45.931136780799996,5.649882481290001
talissieu,45.8637167128,5.72090411074
tenay,45.922698278,5.51453923595
thézillieu,45.893188359300005,5.59700638944
thil,49.4735980022,5.90616788349
thoiry,48.872462400399996,1.7978006206200001
thoissey,46.1700943481,4.79387095814
torcieu,45.92125055,5.40400282244
tossiat,46.1384790158,5.3040005592199995
toussieux,45.959898291,4.8289861061199995
tramoyes,45.8745670311,4.9639268325
tranclière,46.0970027075,5.26099875456
val-revermont,46.2803281838,5.360831651619999
trévoux,47.8886988261,-3.65660819595
valeins,46.1146467438,4.865516968680001
vandeins,46.217806795,5.08189056957
varambon,46.0433928197,5.2947944594
vaux-en-bugey,45.92012054560001,5.36353184193
verjon,46.3459093717,5.34853019646
vernoux,46.4848229774,5.10590413121
versailleux,45.985437347799994,5.11204819151
versonnex,45.926164989200004,5.927656767949999
vesancy,46.361076812700006,6.084706654750001
vescours,46.4743960759,5.02617426573
vésines,46.359339775100004,4.862658522019999
vieu-d'izenave,46.0853386653,5.54922100161
vieu,45.8898392612,5.68999399947
villars-les-dombes,45.9927150222,5.04507856642
villebois,45.8485624628,5.44711117486
villemotier,46.3458538978,5.31036160991
villeneuve,45.4775997565,3.1874603690499996
villereversure,46.1926750369,5.3947679407
villes,46.095429305799996,5.7569250415
villette-sur-ain,46.0099989032,5.25214547187
villieu-loyes-mollon,45.932014998,5.22953071636
viriat,46.250898563199996,5.223022492159999
virieu-le-grand,45.8464417872,5.63971940347
virieu-le-petit,45.9063608209,5.73707051523
virignin,45.7267387762,5.71282330936
vongnes,45.812905952399994,5.7253666676699995
vonnas,46.2168871367,4.997443737119999
abbécourt,49.599151865299994,3.1770823292699997
achery,49.6936187791,3.39735632148
acy,49.3471963534,3.41817609834
agnicourt-et-séchelles,49.7166573626,3.96043211816
aguilcourt,49.393650796,3.96803679426
aisonville-et-bernoville,49.930148161999995,3.5112020559300006
aizelles,49.484800291800006,3.8187025533099996
aizy-jouy,49.438425682399995,3.51149185429
alaincourt,47.9462772767,6.09996609571
allemant,48.7615346017,3.8160207845999996
ambleny,49.37626729390001,3.1833467917799996
ambrief,49.3215250088,3.40362196255
amifontaine,49.498787026,3.92278993322
amigny-rouy,49.6108275885,3.30289341579
ancienville,49.218638955900005,3.2080880977900006
andelain,49.6411808161,3.3695440898
anguilcourt-le-sart,49.6940879195,3.4282318243700005
anizy-le-château,49.5045058305,3.43129584952
annois,49.721067410799996,3.1761150140099996
any-martin-rieux,49.88237067520001,4.223513469069999
archon,49.744126618,4.119087658080001
arcy-sainte-restitue,49.2548799371,3.4782907633699995
armentières-sur-ourcq,49.1734232511,3.38789647903
arrancy,49.498901639799996,3.7647230005
artemps,49.7617999337,3.19725095546
assis-sur-serre,49.6803739117,3.55491692691
athies-sous-laon,49.575775068599995,3.69006632109
attilly,49.8554489068,3.15363305662
aubencheul-aux-bois,50.0239903854,3.26103215604
aubenton,49.8252306759,4.19066939985
aubigny-aux-kaisnes,49.772152463400005,3.1192565988
aubigny-en-laonnois,49.496882118500004,3.79282850765
audignicourt,49.4777157214,3.12718502825
audigny,49.8660645425,3.6312599901
augy,47.7699223048,3.6218851781800003
aulnois-sous-laon,49.619811749899995,3.60981962105
autels,49.760885533599996,4.22422505762
autremencourt,49.7051244442,3.79419867292
autreppes,49.8969849321,3.85601033505
autreville,48.490092044700006,5.85837068371
azy-sur-marne,49.003970109499996,3.3591321404500003
bagneux,48.7983229866,2.3098999521200003
bancigny,49.7978711595,4.03669866073
barenton-bugny,49.6218589779,3.66103056579
barenton-cel,49.6477517259,3.64469997459
barenton-sur-serre,49.66833977,3.6894061095199997
barisis-aux-bois,49.577979369,3.3280448746099998
barzy-en-thiérache,50.039537587299996,3.7490159540900003
barzy-sur-marne,49.0906196202,3.56214117254
bassoles-aulers,49.533281369899996,3.3849260483899997
vallées en champagne,48.9896915811,3.6048668602599996
bazoches-sur-vesles,49.307058678800004,3.61583126589
beaumé,49.821128183599996,4.15200066545
beaumont-en-beine,49.687463388199994,3.13133369335
beaurevoir,49.996560861199995,3.3297084253700002
beaurieux,50.1779588737,4.13702062275
beautor,49.648319958,3.33811188104
beauvois-en-vermandois,49.8339921767,3.10282045546
becquigny,49.6889391045,2.62140108119
belleau,48.8487345093,6.18702961708
bellenglise,49.9261057081,3.2441994692000002
belleu,49.356757434399995,3.34051688283
bellicourt,49.959299172899996,3.23020850852
benay,49.755094123,3.30909898139
bergues-sur-sambre,50.0294686238,3.7113710010000003
berlancourt,49.6785871051,3.08371773899
berlise,49.662229060600005,4.1131408689699995
bernot,49.8793651304,3.4866545639199997
berny-rivière,49.4113288887,3.14975272702
berrieux,49.4823563962,3.8521031838999997
berry-au-bac,49.4084985083,3.8985497785
bertaucourt-epourdon,49.627605657299995,3.3974898888599996
berthenicourt,49.778805817700004,3.3724724105799995
bertricourt,49.397528568199995,4.01146178698
berzy-le-sec,49.3172125296,3.29666086699
besmé,49.534168281899994,3.1647417136100002
besmont,49.823361306,4.11768907822
besny-et-loizy,49.5928792816,3.57657238799
béthancourt-en-vaux,49.629054777200004,3.1406465793500002
beugneux,49.2275759309,3.4164740370200004
beuvardes,49.1308547007,3.4916501910699997
bézu-le-guéry,49.010259183500004,3.22764610411
bézu-saint-germain,49.1046732888,3.4081251322400004
bichancourt,49.578776546,3.21263017443
bieuxy,49.4476050585,3.26985890807
bièvres,48.7567351109,2.2066520709799997
billy-sur-aisne,49.355655653199996,3.37609947556
billy-sur-ourcq,49.2215032882,3.29903267663
blanzy-lès-fismes,49.3372673738,3.671868408
blérancourt,49.5076223945,3.1517950218700004
blesmes,49.026491936300005,3.46405474705
bohain-en-vermandois,49.989032873999996,3.46522354976
bois-lès-pargny,49.7369350689,3.6541483453500003
boncourt,49.172513577299995,5.82265705678
bonneil,49.0082419817,3.3459478468
bonnesvalyn,49.1264049496,3.3254166177099997
bony,49.9908643724,3.22116002448
bosmont-sur-serre,49.739065321300004,3.86733568391
bouconville-vauclair,49.460621295699994,3.75658607824
boué,50.011455400100004,3.71432024852
bouffignereux,49.37883749979999,3.8462601462199997
bouresches,49.0671787396,3.31728226934
bourg-et-comin,49.402235400200006,3.65944342757
bourguignon-sous-coucy,49.5427641575,3.15422957657
bourguignon-sous-montbavin,49.5288056883,3.53777236106
bouteille,49.8778828965,3.9624353023500003
braine,49.348471931800006,3.5359662974400003
brancourt-en-laonnois,49.5176286609,3.41282321335
brancourt-le-grand,49.98081057,3.3939119210900004
brasles,49.0567927241,3.42453409652
braye-en-laonnois,49.4375773374,3.6097797628400006
braye-en-thiérache,49.7675470994,3.96265841899
bray-saint-christophe,49.7746700975,3.1407096509099994
braye,49.4221361409,3.37829006511
brécy,47.1299888038,2.6301656589599998
brenelle,49.368005207799996,3.5442035574
breny,49.1842783438,3.3497249540499996
brie,49.8792146401,2.94219919027
brissay-choigny,49.7228299725,3.3963976825200004
brissy-hamégicourt,49.7432786375,3.3996883790900005
brumetz,49.1103074474,3.15291445147
brunehamel,49.771810062600004,4.186493985719999
bruyères-sur-fère,49.1996571467,3.4453584646800004
bruyères-et-montbérault,49.523961552299994,3.6695469379800003
bruys,49.2621681637,3.56863439754
bucilly,49.8658103548,4.09323369949
bucy-le-long,49.388444718500004,3.39828602712
bucy-lès-cerny,49.579085256599996,3.4969083060000004
bucy-lès-pierrepont,49.646799808900006,3.9035831155300005
buire,49.9070296259,4.056745423040001
buironfosse,49.9577111138,3.8380160819999998
burelles,49.768704687399996,3.91196369709
bussiares,49.076591057200005,3.25026191909
buzancy,49.418434996,4.97363448798
caillouël-crépigny,49.617605563599994,3.12169527347
camelin,49.5205248253,3.1285485359400003
capelle,50.2401009671,3.56039393735
castres,43.6156511237,2.2378723158700002
catelet,50.0009779444,3.2423098464
caulaincourt,49.864658381999995,3.11126489473
caumont,44.021122311300005,0.9973632278
celles-lès-condé,49.0148161041,3.5700742384699993
celles-sur-aisne,49.4159264546,3.47446927431
cerizy,49.7670333979,3.3325502135400003
cerny-en-laonnois,49.4500150087,3.6798243945499998
cerny-lès-bucy,49.5778658953,3.54646763896
cerseuil,49.324784775,3.5174691908199995
cessières,49.5595788079,3.50190405701
chacrise,49.300200903500006,3.39759102537
chaillevois,49.508165454899995,3.5223460594800002
chalandry,49.6702675165,3.6444550953300006
chambry,48.998535556899995,2.8942216191400005
chamouille,49.4720646954,3.6706267306199996
champs,46.0616676024,3.0934532157300003
chaourse,49.700789811599996,3.9856229228099997
chapelle-sur-chézy,48.9492049177,3.37662807022
charly-sur-marne,48.9898678258,3.29365157876
charmel,49.112186603699996,3.54125960951
charmes,48.384807198800004,6.31788990054
chartèves,49.089812736899994,3.5087183847900003
chassemy,49.3783410842,3.5027146796699995
château-thierry,49.0564070801,3.3816000484299997
châtillon-lès-sons,49.7618503091,3.7031250885800002
châtillon-sur-oise,49.7938161671,3.41630401708
chaudardes,49.396256298100006,3.78942153696
chaudun,49.315022300900004,3.25276338247
chauny,49.619880673000004,3.21875355041
chavignon,49.479443714700004,3.5193689562599997
chavigny,48.6318722028,6.133877698689999
chavonne,49.40731621850001,3.56243209622
chérêt,49.5141661683,3.6871885138800002
chermizy-ailles,49.462988813900004,3.71995479046
chéry-chartreuve,49.255686721400004,3.6048462939699997
chéry-lès-pouilly,49.648838991800005,3.5941627127099998
chéry-lès-rozoy,49.722219288599995,4.1011989282
chevennes,49.818366417,3.7371313317
chevregny,49.466100945200004,3.59365333616
chevresis-monceau,49.7616780422,3.5837583969
chézy-en-orxois,49.126803188500006,3.16759094422
chézy-sur-marne,48.983996655,3.38226485102
chierry,49.035155356000004,3.43302324278
chigny,49.9298846139,3.77489645427
chivres-en-laonnois,49.626860678199996,3.85603255601
chivres-val,49.40292981979999,3.43836038727
chivy-lès-étouvelles,49.532630358199995,3.5856216880300003
chouy,49.2167334121,3.24708004454
cierges,49.1648316775,3.6041178884699994
cilly,49.7490011958,3.84000022806
ciry-salsogne,49.3674868367,3.46778299062
clacy-et-thierret,49.5524137158,3.5655718541199994
clairfontaine,49.97399451770001,3.9866065528199996
clamecy,47.4610140738,3.5100813118699996
clastres,49.7488769741,3.2302033407
clermont-les-fermes,49.660165432700005,3.94320327145
cœuvres-et-valsery,49.3295432232,3.15290453511
coincy,49.1065216017,6.269248124700001
coingt,49.792324639700006,4.09591303887
colligis-crandelain,49.4666159338,3.6304218192800004
colonfay,49.858458678299996,3.71138683561
commenchon,49.6416913377,3.1509543734900003
concevreux,49.37644786479999,3.78830446161
condé-en-brie,49.001610175299994,3.5611699996199997
condé-sur-aisne,49.4007552828,3.4657159108699997
condé-sur-suippe,49.4138370327,3.9449844902699995
condren,49.6370236167,3.27726632135
connigis,49.0359363932,3.5328728267100002
contescourt,49.791693460299996,3.23428350737
corbeny,49.4620558975,3.82654082441
corcy,49.254989209499996,3.1972436702300002
coucy-le-château-auffrique,49.5159709578,3.3154889295700003
coucy-lès-eppes,49.5566159059,3.77716711865
coucy-la-ville,49.540579235500005,3.3437215603400006
coulonges-cohan,49.1980463524,3.6277659298500002
coupru,49.0313536349,3.2743801467
courbes,49.6815888779,3.46004834981
courboin,48.9960917184,3.50690687861
courcelles-sur-vesle,49.348025885,3.57684035869
courchamps,47.1979795886,-0.157247285018
courmelles,49.3434328339,3.30199112892
courmont,47.61194255310001,6.6435584175499995
courtemont-varennes,49.0715288855,3.5416807977099998
courtrizy-et-fussigny,49.5140957547,3.79503800634
couvrelles,49.333984100900004,3.48486954064
couvron-et-aumencourt,49.6458776473,3.5244668458399997
coyolles,49.2133089693,3.0130617375099997
cramaille,49.2285541737,3.4522730307300002
craonne,49.447636834799994,3.7920328076099996
craonnelle,49.4254999308,3.77686483236
crécy-au-mont,49.4839031807,3.31195074309
crécy-sur-serre,49.698624191,3.6225656479800006
crépy,50.47250997770001,2.2032234882900004
crézancy,49.042871375699995,3.51138201699
croix-fonsomme,49.930676110200004,3.39430326005
